,term_name,rank,p_value,z_score,combined_score,adj_p_value,genes,n_genes,db,significant,sample_id,direction
7747,af4 26711339 chip-seq sem human blood leukemia,210,0.008980842037238321,1.219706398472468,5.748063547602579,0.03228826541959492,"ABHD12,ABHD3,ACSL3,ACY3,ADAM10,ADAM9,ADCY9,AFF3,AGA,AIG1,ALG2,ANXA2,ANXA5,ARL8B,ASAH1,ATP2A2,B2M,B3GALNT2,BAZ1A,BAZ1B,BCL2L11,CANX,CAT,CCNYL1,CCPG1,CD109,CD70,CEBPB,CHPT1,CHST11,CLPTM1L,CNIH4,COX18,CRELD2,CS,CSNK1G3,CSPG4,CTBS,CXCR4,CYP4V2,CYP51A1,DAD1,DDAH1,EDEM1,EMILIN2,EPC1,ERGIC2,FADS2,FAM43A,FAM8A1,FAU,FCER1G,FDFT1,FES,FIP1L1,FMNL1,FOSL2,FRY,FURIN,GALC,GALNT1,GALNT2,GALNT7,GLB1,GNA15,GNAI1,GNAQ,GOLM1,GPT2,HADHA,HBEGF,HERPUD1,HEXB,HMGCR,HSH2D,HSP90B1,HSPA5,IFI30,IGFBP7,IGLL1,ISCA1,ITGB2,ITGB7,ITPR1,JAK2,JARID2,KIF21A,LIN28B,LITAF,LMNA,LRRC8B,LRRC8C,LRRC8D,MAFG,MAN2A2,MARCKS,MCOLN2,MGST2,MMP14,MRC2,MRPL33,MTHFD2,NCF4,NDUFAF3,NDUFB1,NDUFB2,NDUFB9,NDUFS5,NFATC2,NIPSNAP3B,NNT,NUP210,P2RY8,P4HB,PAX6,PDIA3,PDIA5,PLD1,PLD6,PLXNC1,PON2,PPARD,PPIB,PPP1R16B,PPTC7,PRDM11,PSPC1,PTPRC,PTTG1IP,RAB21,RAP1B,RAP2B,RASGRP2,RBM39,RFX3,RNF130,RNFT1,RTN4,RUNX2,SACM1L,SAG,SCCPDH,SEC11A,SEC62,SEC63,SERINC5,SGPP1,SLC16A3,SLC17A5,SLC20A1,SLC25A40,SLC2A3,SLC33A1,SLC35A1,SLC38A2,SLC39A11,SLC44A1,SLC7A11,SLC7A5,SNTB1,SPN,SSR1,ST8SIA4,STC2,STIM2,STT3B,SULT1A1,SYNGR1,TAPBPL,TAPT1,TBC1D10C,TFAP2A,TM7SF3,TMC6,TMCO1,TMEM179B,TMEM30A,TMEM38B,TMEM41A,TMX4,TOR1AIP1,TRABD,TRIM72,TRPM2,TSPAN13,TSPAN14,TUBA1A,TWIST1,UNC93B1,UXS1,VLDLR,WWC2,ZDHHC14,ZDHHC17,ZDHHC2,ZNF431",196,ChEA_2022,True,D_only,up
7748,oct4 20526341 chip-seq escs human,211,0.009072218666638087,1.2922388724660892,6.076802956989173,0.032343432045022796,"ABHD13,ADAM8,ADAP2,AFP,AGRN,ANXA3,AOAH,ATP13A3,BAZ1A,C3,CACNA2D1,CANX,CD302,CFB,CHI3L1,CHST11,CKM,CLGN,CORO2A,CPN1,CREG1,CRELD1,CYBA,DLX1,DNAJA4,DTD1,DYSF,ERLIN2,ERN1,ESYT1,F2,FCGR2B,FLRT1,FLYWCH1,FSTL1,FUCA1,FURIN,GALNT1,GNAI2,GORASP1,GPR84,GRAMD4,GSTA5,HABP2,HLA-DRB1,HSD17B4,ICAM3,IGF1,IL17RA,ITGB7,LGALS3BP,LILRA2,LRRC25,MAN2A2,MFAP4,MGST2,MLYCD,MSRB2,MT1X,MXRA7,MXRA8,MYH2,MYL2,NCF2,NDUFB1,NDUFS8,NFAM1,NNT,NOMO1,OCIAD2,PADI4,PAX6,PCGF3,PCYOX1L,PECR,PIGX,PRG2,PTDSS2,PTPRC,PTTG1IP,PZP,RAB11FIP3,RBP1,RFT1,SCPEP1,SCRG1,SLC12A9,SLC35B2,SLC4A2,STT3A,SYCP2L,SYNGR1,SYNPO2,TFAP2A,TFEC,TM9SF2,TMEM141,TMEM143,TNFSF14,TNFSF9,TNNT3,TRPM2,UAP1L1,ULBP1,UXS1,VEGFA,WWC2,ZBTB7B,ZDHHC17,ZDHHC3,ZNF646",111,ChEA_2022,True,D_only,up
7749,smad1 18555785 chip-seq mescs mouse,212,0.009081864362311037,1.5671085307046206,7.367722803619337,0.032343432045022796,"ADIPOQ,AGTRAP,APOE,ARSA,ATP1B1,BTN2A2,CD68,CKAP4,DCUN1D3,GPA33,GSN,HEXB,ICAM1,ICAM4,JARID2,KIF21A,LBH,LCAT,LYRM1,MAFG,MB,MBTPS2,PECAM1,PHOX2B,PML,PON2,RRAGD,SLC20A1,SLC25A4,SLC25A5,SLC2A3,SSR2,TOMM40,TRIM71,TSPAN14,TUBA1A,UNC13D",37,ChEA_2022,True,D_only,up
7750,smad2/3 21741376 chip-seq escs human,213,0.009394351301126107,1.287599140167519,6.010057872048744,0.03312400871868191,"ACADVL,ADPGK,AGRN,AGTRAP,APOE,ARSD,CA3,CAMK1,CD59,CDA,CHI3L1,CHST3,CKM,CMPK2,CR1,CREG1,CSRP3,DGAT1,DHRS9,DLX1,DNAJC30,ECH1,EDEM1,ESYT1,FAAH,FBP2,FBXL20,FCGR2B,FDFT1,FLRT1,FLYWCH1,GALNT1,GATA2,GNAI2,GOSR2,GPR84,GRK6,GSN,HABP2,HEXB,HGFAC,HLA-C,HLA-F,HSD17B10,ICAM1,ICAM4,IGF1,ITGAX,LILRA2,LILRB4,LIN28B,LTF,MAP7,MFAP4,MFSD10,MGRN1,MGST2,MLYCD,MT1X,MXRA7,MXRA8,MYBL1,MYH7,NADK,NDUFB1,NDUFS7,NFATC2,NME3,OMA1,ONECUT2,OPLAH,P2RX1,PAX6,PDIA5,PECR,PPARD,PPM1M,PRG2,PTP4A3,PTPRC,PTTG1IP,PUSL1,RAB43,RAI14,RGN,S100P,SCPEP1,SCRG1,SIGMAR1,SIRPA,SLC25A20,SLC25A5,SLC39A11,SLCO4A1,SPNS3,ST3GAL2,STT3A,TIMP2,TLR2,TM7SF2,TMC8,TMED3,TMEM205,TNNT1,TNNT3,TOR2A,TRIM71,TSPAN14,UAP1L1,UNCX,ZBTB7B,ZDHHC21,ZDHHC4",113,ChEA_2022,True,D_only,up
7751,p300 27268052 chip-seq bcells human,214,0.009399944137532755,1.288949846165252,6.015595354912095,0.03312400871868191,"ABHD3,ADCK5,AFM,AFP,AGPAT2,ATP6V0A1,ATP6V0A2,BARX1,BPI,C3,CARD9,CCL5,CD300A,CD300LF,CD82,CFD,CLPB,CLPTM1L,COX11,CST7,CYP2W1,DENND2D,DGAT1,EGLN2,ELANE,EMP3,FADS2,FLRT1,GNA15,GNG7,GTSF1,HBEGF,HPSE,HRAS,HSD17B10,HSH2D,ICAM1,IFITM3,IGFBP7,JAK2,LILRA2,LILRB2,LITAF,LMAN2,LTF,LUM,MAN2B1,MAP4K2,MB,MFNG,MGST2,MMP2,MRS2,MT1X,MYH7,MYO1G,NADK,NDUFB9,NDUFS7,NDUFS8,NFE2,NNT,NRP2,OPLAH,OSTM1,P2RX1,P2RX7,PLD4,PLD6,PPIB,PRDM11,PRG2,PTGS1,PTP4A3,PTPRJ,RAB33A,RAB5B,RFX3,RGN,RHOT1,RRAGD,SCPEP1,SCRG1,SERINC5,SERPINA1,SERPINA4,SFXN5,SIGMAR1,SLA,SLC25A20,SLC25A5,SLC35B2,SLC39A11,SLC43A3,STX11,SUN2,SYVN1,TBC1D10C,THEM4,TIMM50,TK2,TLR2,TMC8,TMCO1,TMEM141,TMEM179B,TMEM205,TNFAIP8,TNFSF9,UNC13D,VLDLR,ZDHHC21",112,ChEA_2022,True,D_only,up
7752,ctcf 31629814 chip-seq hepatocytes mouse tyrosinemia,215,0.009432664734459086,1.214335346024626,5.663145954933771,0.03312400871868191,"ABTB1,ACSS2,ADAMTSL4,ADCK5,AGPAT2,AIG1,ANXA5,ARL8B,ATG9A,ATP1B1,ATP2A2,ATP2A3,ATP6V0C,ATP6V0D1,ATRN,B3GALT6,BAZ1B,BCKDK,BCL2L11,C4A,CACNA2D1,CD83,CEBPB,CERS2,CKAP4,CLCN7,CLPB,CLPTM1L,CNIH4,CORO2A,COX11,COX14,COX18,COX6A1,CPM,CST3,CTBS,CTCFL,CTSA,DDOST,DENND2D,DGAT1,DNAJA4,DNAJC3,DTD1,DYSF,ECHDC2,EDEM1,EGFL7,ENTPD1,ERLIN2,ESYT1,EXT1,EXT2,FADS2,FAM43A,FBLN1,FMNL1,FNDC3B,FUCA1,GALNT1,GALNT10,GALNT2,GLB1,GNAI1,GNAI2,GNAQ,GNAZ,GNS,GPC3,GPD2,HADHA,HBEGF,HCCS,HIGD1A,HOMER3,HTATIP2,HYOU1,IGFBP7,IL17RA,IL1RAP,ISCA1,JAK2,KDM7A,KMT2A,KRT8,LAMTOR1,LGALS3BP,LIMD2,LIN28B,LITAF,LRRC8B,LRRC8C,LRRC8D,MAN2A2,MAP4K2,MAP7,MBOAT7,MCU,METTL7B,MGLL,MOGS,MRPL33,MRPL34,MYBL1,NADK,NCEH1,NCOA1,NDUFA3,NDUFAF4,NDUFB10,NDUFB7,NDUFS2,NEU1,NFE2,NINJ1,NLRX1,NOMO1,NOS1AP,NRROS,NUP210,OAF,OGFRL1,OMA1,OSBP2,OSTM1,PAX6,PCYOX1L,PDIA5,PDZD7,PECR,PGAM5,PIEZO1,PLD1,PON2,PPAN,PPARD,PPTC7,PRDM11,PTPRE,PTPRJ,PTTG1IP,RAB11FIP3,RAB32,RAP1B,RBM28,RBM39,RBP4,RDH14,RHOT1,ROGDI,RTN4,RUBCN,RUBCNL,RUNX2,SCARB1,SCPEP1,SDF2L1,SEC61A2,SEC63,SHISA2,SIRPA,SLC12A7,SLC35A1,SLC35B2,SLC44A1,SLC7A2,SMIM10L1,SMIM12,SMIM4,SNTB1,SORL1,SSR1,STIM2,STT3B,SURF4,SYNGR1,SYNJ2,TDRD7,TESC,TGFBR1,TIMP2,TLR2,TM7SF3,TMEM147,TMEM30A,TOR1AIP1,TOR1B,TOR2A,TPST2,TRIM14,TSPAN13,TSPAN14,TTYH3,UGGT2,VKORC1,VLDLR,VSIR,WWC2,XPC,YES1,ZDHHC17,ZDHHC2",203,ChEA_2022,True,D_only,up
7753,sox3 22085726 chip-seq npcs mouse,216,0.009576792671336464,1.2907822922983627,6.000088590417716,0.03347443734656959,"ABCC10,ABCD2,ABTB1,ACSS2,ADAMTSL4,ADCY9,ADPGK,ANXA2,ARSA,ASAH1,ATP13A3,ATP6V0A2,BAIAP2L1,BAZ1B,BMF,BRI3BP,CACNA2D1,CBFA2T3,CD180,CEBPB,CHPT1,CHST11,CKAP4,CLPB,COL1A1,COL2A1,COL6A1,COX18,CPLX3,CPS1,CS,CSF2RA,CXCR4,DAD1,DCUN1D3,DDOST,DHCR24,DNAJC3,EGLN2,EMILIN2,EPC1,EXT2,F10,FABP7,FADS2,FCGRT,FLRT1,FNDC3B,GALNT10,GATA2,GBP5,GNAQ,GP1BB,GPAA1,GPC3,GPR84,GRAMD4,GRN,HDHD3,HEXA,HIC2,IDUA,JARID2,KDM6B,LGALS3,LPCAT3,LPL,MB,MDK,ME1,MGLL,MRC2,MRPL34,MXRA8,NDUFAF3,NDUFS8,NFAM1,NIPA1,NRN1,OAF,P2RX1,PAX6,PIGT,PNKD,PPP1R16B,PRTN3,PTPRJ,RALB,RGN,RTN4,SCPEP1,SDF2L1,SHISA2,SLC12A7,SLC20A1,SLC25A11,SLC25A4,SORL1,SORT1,SPARC,SYVN1,THBS1,TLR2,TMED9,TMEM109,TMEM30A,TOMM40,UAP1L1,ZDHHC14,ZDHHC21",110,ChEA_2022,True,D_only,up
7754,jarid1b-dain 22020125 chip-seq escs mouse,217,0.009736317679707767,1.2988906298608078,6.016321499776043,0.03376443046216407,"ABTB1,ADIPOQ,AFP,ALDH1A2,ANGPTL3,ARSB,B3GALT6,BCL2L11,BRI3BP,CACNA2D1,CD302,CD93,CEBPG,CLCN7,COL23A1,CSF2RA,CTCFL,CTSD,CYTL1,ECHDC2,EGLN2,ENG,EXD2,EXT1,FES,FGB,FGF2,FGR,FKBP9,FLYWCH1,FMNL1,FOSL2,FSTL1,FURIN,GALNT10,GOLM1,GPA33,GPR84,GRK6,HBEGF,HIC2,HSPA13,HSPA5,IDUA,IGF1,IGFBP3,ISCA1,KRT1,LBH,LGALS3,LMNA,LPL,LRRC8B,MAFG,MDK,MRC2,MYH10,NOMO1,NPL,OLIG2,ONECUT2,P2RX1,P2RX4,P4HB,PCGF3,PCOLCE,PCYOX1L,PDIA6,PECAM1,PHOX2B,PLD4,PPAN,PPP1R16B,PRG3,PTTG1IP,RAB37,RAB5B,RAB5C,RASGRP2,RELB,RENBP,RPN1,RPS4Y2,RUNX3,SDHB,SLC16A3,SLC17A5,SLC44A1,ST3GAL4,STX11,TESC,THBD,TMEM104,TMEM141,TOR1AIP2,TRIM14,TSPO,TUBA1A,TWIST1,UNCX,UTRN,VLDLR,WWC2,ZBTB7B",104,ChEA_2022,True,D_only,up
7755,foxa1 33576154 chip-seq human lung prostatecancer,218,0.009749199789075187,1.1955292409192453,5.535981921116428,0.03376443046216407,"ABCC10,ABHD12,ABHD16A,ACSL3,ADAM10,ADAM9,ADCK5,ADIPOQ,ADPGK,AFDN,AFF3,AIG1,AKAP7,ALDH4A1,ALG10,ALG14,ALG2,ALS2,ANTXR2,ANXA1,ANXA2,ANXA5,ASAH1,ATP2A2,ATP6V0A1,ATP6V0C,ATP6V0D1,ATRAID,ATRN,B2M,BAIAP2L1,BAZ1B,BCL2L11,BMF,BRMS1L,BTN2A2,CD302,CD63,CD82,CEBPD,CIB1,CKAP4,CLCN7,CMTM4,CORO2A,COX11,COX6A1,CP,CPT1A,CTSD,CTSL,CYP51A1,CYSTM1,DAD1,DAG1,DCUN1D3,DHRS3,DHRS9,DNAJA4,DNAJB9,DNAJC25,DNAJC3,ECH1,ECI2,EDEM1,EGLN2,ENAH,ERG28,ERGIC2,ERLIN2,F2,F5,FAM43A,FAM8A1,FAR1,FAR2,FBXL20,FDFT1,FGL2,FKBP9,FNDC3B,FOSL2,FUCA2,FYB1,GALNT10,GALNT3,GAPDHS,GLB1,GOSR2,GPAA1,GPD2,GPT2,HAX1,HBEGF,HERPUD1,HGSNAT,HIGD1A,HMGCR,HSH2D,HSPA13,HYAL3,IMMT,ITGB2,JAK2,JARID2,KDM5B,KIF21A,KMT2A,KMT5A,KRT8,LAMP1,LAMTOR1,LONP1,LPCAT3,LRRC14B,LUM,LYRM1,MAFG,MAP7,MB,MDK,MFSD1,MGRN1,MGST2,MLEC,MLYCD,MOSPD3,MPC1,MRPL34,MRS2,MT1X,MTCH2,MYBL1,NADK,NAPA,NCEH1,NDST2,NDUFAF3,NFXL1,NR2F2,OSBP2,OTOR,P4HB,PAG1,PAX6,PDIA4,PDIA5,PEX16,PIGT,PIP4P2,PKIB,PLD1,PLD6,PML,PNKD,POC1B-GALNT4,PPTC7,PTTG1IP,QSOX1,RAB32,RAB43,RAB5B,RAB7A,RAP1B,RAP2B,RFX3,RHBDD1,RHOT1,RILP,RNF130,RPN1,RRAGD,S100P,SACM1L,SEC61A1,SEC63,SEMA4A,SEMA4B,SERINC5,SERPINA1,SGPP1,SLC16A3,SLC17A5,SLC20A1,SLC25A10,SLC25A20,SLC33A1,SLC38A2,SLC3A2,SLC43A3,SLC44A1,SLC7A11,SLC7A2,SMIM26,SNRPN,SOD3,SORL1,SORT1,SPA17,SPCS1,SPPL2A,SQOR,SSR1,STIM2,STT3A,STT3B,STX3,SUN2,SURF4,SYCP2L,SYNJ2,SYVN1,TAP1,TECR,TFAP2A,THBS1,TK2,TM9SF2,TMC6,TMCO1,TMEM106B,TMEM141,TMTC4,TMX4,TOMM40,TOR1AIP1,TOR3A,TP53I3,TSPAN13,TSPAN14,TYMP,UGGT2,ULBP1,UNC13D,UTRN,UTY,VNN1,WDFY2,WWC2,WWP1,YIPF4,ZDHHC17,ZDHHC2,ZKSCAN2,ZNF428,ZNF74,ZNF770",247,ChEA_2022,True,D_only,up
7756,tcf3 18467660 chip-chip mescs mouse,219,0.00984303906454064,1.3646287050653978,6.305936647280879,0.03393376481154421,"ADCY9,B3GALT6,BAIAP2L1,BCL2L11,CACNA2D1,CEBPB,COL23A1,COL2A1,COMP,CPD,CRELD2,CST3,DAG1,DDAH1,DNAJC5,EPC1,EXT1,EXT2,FAAH,FMNL1,GALNT1,GALNT10,GATA2,GBA2,GNAQ,GNAZ,GPC3,GPX3,HBEGF,HCK,HEXB,HGFAC,HIGD1A,HTATIP2,IGFBP3,IL17RA,JARID2,JPH1,KLHL13,LRPAP1,LRRC8C,MARCKS,NDUFA13,NFATC2,NR2F2,NRP2,OAS2,OLIG2,ONECUT2,OSTM1,P2RX4,PAX6,POU3F2,SCCPDH,SEC63,SGPP1,SIRPA,SLC25A10,SLC38A2,SNTB1,SSR1,ST3GAL2,TBC1D10A,TESC,TGFBR1,TIMP2,TMED2,TOMM40L,TSPAN14,UNCX,VAT1,WWC2,ZDHHC2",73,ChEA_2022,True,D_only,up
7757,smc1 22415368 chip-seq mefs mouse,220,0.00992081017968756,1.2874794662286129,5.939298163198415,0.03404641675301867,"ACSS2,ADAMTSL4,AIG1,AKAP7,ALS2,ANXA8,APOE,ATP1B1,BCL2L11,CEBPB,CEBPD,CHST11,CHST13,CLPB,COL1A1,COL1A2,COL23A1,COLEC10,CORO2A,CS,CTSG,CYP2W1,DHRS9,DNAJC25,ECH1,ENAH,ERGIC2,ERLEC1,EXT1,EXT2,FBP2,FES,FLRT1,FMNL1,FMOD,FN1,FNDC3B,FOSL2,FSTL1,GALNT1,GALNT10,GBP5,GNA15,GNG7,GPAA1,GPR84,GUSB,HEXA,IFI30,IGFBP3,IGFBP4,IGFBP5,ITPR1,JPH2,LBH,LIMD2,LITAF,MARCKS,MOSPD3,MYBL1,MYH3,MYH4,NDUFA4L2,NDUFAF4,NDUFS2,NDUFS4,NDUFS7,NR2F2,NRP2,OLFML3,OS9,P2RX1,PCDHGC3,PEX26,PFN3,PLBD2,PLD1,PLXNC1,PNKD,RAB32,RAI14,RAP2B,RFT1,RTN4,SCCPDH,SCPEP1,SDHB,SERINC5,SIGMAR1,SLC25A35,SLC26A2,SLC2A3,SORT1,SPA17,SPARC,SPN,STX3,SYNGR1,TAPBP,TBC1D10A,THBD,THBS1,TLR2,TMEM109,TNFRSF1B,TNNT3,TOMM40L,TOR2A,TWIST1,WDFY2,ZBTB7B",111,ChEA_2022,True,D_only,up
7758,gfi1b 20887958 chip-seq hpc-7 mouse,221,0.010670843758900246,1.2937839371099764,5.874089762602262,0.03645469247950084,"ABHD13,ACSS2,ADAM10,ADCK5,ADPGK,ALG14,APOA1,APOE,ARL8A,ARL8B,ATG9A,ATP2A3,ATP6V0A1,BCL2L11,CALHM2,CCPG1,CEBPD,CHST12,CLCN7,CLPTM1L,CMPK2,CREG1,CTBS,CTSA,CYB5R1,CYP2W1,DDOST,DHRS3,DNAJC30,EGFL7,ERLIN2,F10,FMNL1,FOSL2,FUT7,GAPDHS,GM2A,GNAQ,GPD2,GRK6,HGFAC,HIGD2A,HSPA5,IER3IP1,IFITM3,JAK2,KDM5B,LBH,LONP1,LRRC8B,LRRC8D,MAFG,MGST2,MOGS,MPO,MTCH2,MYADM,MYH3,NCEH1,NDUFA8,NDUFAF3,NDUFS2,NDUFS7,NEDD8,NT5DC3,OMA1,OPLAH,P2RX1,P2RX4,P2RX7,PCDHGC3,PIGT,PLD4,PPARD,PPIB,PRCP,PTGS1,RAB11FIP3,RAP2B,RDH14,RHOT1,RNASE4,RNF167,RUNX3,SCCPDH,SDHB,SIGMAR1,SIRPA,SLC35B2,TAP1,TMCO1,TMCO3,TMED2,TNFRSF12A,TNNC1,TOR1AIP2,TOR2A,TRABD,TRIM16,TSPO,TYROBP,VTN,YIPF4,ZNF512B",104,ChEA_2022,True,D_only,up
7759,crx 20693478 chip-seq adult retina mouse,222,0.010790109491978691,1.4885451197053408,6.741807439583095,0.036696093092089696,"ACADVL,ANO10,ANXA6,APOE,CLPTM1L,CSPG4,DAG1,DCUN1D3,DERL2,DHRS3,EXOC6B,FCER1G,GALNT10,GM2A,GNS,HAX1,KDM6B,KRT18,LMNA,MPP1,MRC2,NDUFS2,NOMO1,OPA3,OSBP2,PCDHGC3,PCYOX1L,RNASE4,RNFT1,ROPN1L,SACM1L,SCPEP1,SEC11A,SEMA4A,SLC26A2,SPARC,SSR2,SSR4,THEM4,TMCO1,TOMM40,TOMM40L,TPST2,ZBTB7B",44,ChEA_2022,True,D_only,up
7760,e2f1 26619117 chip-seq hepatocytes mouse liver,223,0.011185170907078443,1.2198161940128207,5.4808371421544315,0.037869076389435985,"ABCC10,ABCD1,ABHD13,ACSL3,ADAM10,ADPGK,AHSG,AKAP7,ALG14,APOOL,ARSB,ATP13A1,ATP13A3,ATP1B1,B3GALT6,BAZ1B,BCKDK,BCL2L11,BLVRA,BLZF1,BRI3BP,BRMS1L,CANX,CD109,CEBPB,CEBPG,CHST12,CKB,CLCN7,CLPTM1L,COX11,CPD,CRELD1,CSNK1G3,CTSA,CTSD,DDOST,DNAJB11,DNAJB9,DNAJC15,ENTPD1,ERLIN2,ESYT1,EXD2,FBP2,FBXL20,FDFT1,FGR,FLYWCH1,FNDC3B,FOSL2,FUCA2,GALC,GBA2,GGT1,GLA,GNAI2,GNG7,GNS,GOLT1B,GOSR2,GPAA1,GPD2,GRN,GRPEL1,HAX1,HERPUD1,HEXA,HGSNAT,HIGD1A,HIGD2A,HSP90B1,HSPA13,HYAL3,ICAM1,ICAM4,IFITM3,IRS2,ITPR1,KRT18,KRT8,LBH,LITAF,LMAN2,LONP1,LRP1,MAFG,MARCKS,MBOAT7,MBTPS2,MFSD10,MGST1,MOSPD2,MOSPD3,MRPL34,MRS2,MTHFD2,NCLN,NDUFA13,NDUFAF3,NDUFAF4,NDUFB10,NDUFS8,NEU1,NIPSNAP3B,NNT,NUCB1,NUP210,OPA3,PCYOX1L,PDIA4,PDK2,PECR,PEX16,PIGX,PLEKHF1,PNKD,PNPLA6,PON2,PPAN,PRCP,PSPC1,RAB11FIP3,RAB5C,REEP6,RER1,RFX3,RHBDD1,RNF167,RPN2,RPS4Y2,RTN4,SCNM1,SCPEP1,SDF2L1,SEC11C,SEL1L,SFXN5,SLC17A5,SLC25A10,SLC25A11,SLC25A40,SLC35B2,SLC38A2,SLC4A2,SLC7A1,SLCO4A1,SNTB1,SSR1,STT3A,STT3B,TAP1,TBC1D10A,TCIRG1,TECR,TIMM50,TLR2,TM7SF2,TMCO1,TMED3,TMED7,TMEM109,TMEM143,TMEM179B,TMEM38B,TNFAIP8,TNFRSF1B,TOMM40,TOR1A,TPST2,UAP1L1,UTRN,UXS1,VAT1,VEGFA,XPC,ZBTB7B,ZDHHC14,ZDHHC4,ZFPL1",180,ChEA_2022,True,D_only,up
7761,ahr 22903824 chip-seq mcf-7 human,224,0.011855455752882616,1.4655805032626597,6.499801338210351,0.039959237024224895,"ATP1B1,BARX1,BMF,CD180,CHST11,CSNK1G3,DNAJB9,EFEMP1,FBP1,FGD2,FN1,FNDC3B,FOSL2,GPX3,GSTM3,IGFBP5,JARID2,KRT18,MAGEB2,MB,MFSD1,NNT,NR2F2,NRP1,P2RY2,PLEKHF1,PSPC1,PTPRJ,RAB5C,RAI14,RUNX2,S100A4,SGPP1,SLC17A5,SLC38A2,SLC39A11,SLC44A1,SLC7A5,SOD3,SORL1,ST8SIA4,STC2,SYNJ2,TFAP2A,TGFBI,WDFY2",46,ChEA_2022,True,D_only,up
7762,creb1 26743006 chip-seq lncap-abl human,225,0.01198802854822194,1.2746566791510612,5.638885805045449,0.04022649579514473,"ACSS2,AGRN,AGTRAP,AHSG,APOA1,ARSD,ATP1B1,BAIAP2L1,BCL2L11,BPI,CEBPB,CEBPE,CMPK2,CNIH4,COL1A1,COL1A2,COX6A1,CPT1A,CREG1,CTBS,DDAH1,DDX3Y,DENND2D,DHCR24,DHRS3,DNAJC15,ECHDC2,ELANE,EPC1,ESYT1,FAR2,FGB,FGL2,FMNL1,FTL,FUCA1,GALC,GALNT10,GATA2,GNAI2,GPD2,GPT2,GPX3,GSTM3,HLA-DQB1,HOMER3,HRAS,ICAM1,IGF1,IMMT,ISG15,KDM5B,KDM6B,KRT18,KRT8,LRP1,LRRC14B,LRRC25,LRRC8B,MARCKS,MBOAT7,MXRA8,MYADM,NADK,NCF4,NDST2,NDUFA4L2,NDUFB7,NDUFS2,NIPSNAP3B,NME3,NPL,NRP1,OMA1,OTOR,P2RX1,P2RX4,PECAM1,PFN3,PIGT,PLXNC1,POU3F2,PTDSS2,QSOX1,RAB20,RER1,RPN2,S100P,SERPIND1,SLC25A35,SLC38A2,SLC7A1,SLC7A5,SORT1,SPPL2A,ST3GAL4,STC2,STIM2,TCIRG1,THBS4,TMCO1,TMCO3,TMEM143,TMEM205,TMOD2,TNFAIP2,TOR3A,TRABD,UTY,ZBTB7B,ZDHHC14,ZNF512B,ZNF646",113,ChEA_2022,True,D_only,up
7763,zfp281 18757296 chip-chip e14 mouse,226,0.012108687569133088,1.2881981081596598,5.685890164927628,0.04027487057730878,"ACADVL,AFF3,ALG2,ANXA6,APOE,BAZ1B,BCL2L11,BMF,CD63,COL1A1,COL2A1,COX11,CST3,CTSD,CTSG,CTSL,CYBA,DAG1,DYNLT3,EGFL7,ENAH,F5,FADS2,FBLN1,FCGRT,FGD2,FGR,FUT7,GATA2,GORASP1,GPD2,GUSB,HCK,HERPUD1,HIC2,HVCN1,ICAM1,IGFBP2,IGFBP5,ITIH4,JARID2,LIMD2,LIN28B,LRP1,LRRC8C,MDK,MMP14,MRC2,MSRB2,MXRA8,MYH10,MYH7,MYL2,NAPA,NDRG2,NFAM1,NRP1,OLFML3,OLIG2,OPA3,OSTM1,PADI4,PAX6,PCOLCE,PDIA3,PIGT,PLAUR,PLCXD1,PLP2,RAB20,RAB5B,RASGRP2,RBP1,RENBP,SCAMP5,SEMA4A,SEZ6L2,SLC12A9,SLC25A10,SLC25A4,SLC2A3,SLC39A11,SLC3A2,SLC44A1,SLC4A2,SLFN5,SPARC,ST3GAL2,STC2,SYNJ2,TESC,TGFBR1,TMEM143,TMEM38B,TNFRSF12A,TNNC1,TPP1,UNC93B1,UNCX,VAT1,VEGFA,WWC2,ZBTB7B",103,ChEA_2022,True,D_only,up
7764,cebpb 26923725 chip-seq macrophagess mouse,227,0.012109133272912707,1.2897360551443846,5.6926309322029205,0.04027487057730878,"ABHD3,ADAMTSL4,ADIPOQ,ANXA2,ANXA5,APOC3,ATG9A,ATP13A1,ATP13A3,BAIAP2L1,BMF,BST1,CD302,CD63,CD70,CFB,CLCN7,CLEC3B,CNIH4,CPT1A,CRELD1,DLX1,DNAJA4,DNAJC30,F10,F2,FAU,FBLN1,FCGR2B,FLRT1,GALNT2,GNA15,GRPEL1,GSTM3,GTSF1,HEXA,HIGD2A,HSP90B1,HVCN1,IFI30,IGFBP2,IRS2,ITIH2,LAMP1,LBH,LECT2,LONP1,LPL,MAP4K2,MBOAT7,ME1,MFSD10,MGLL,MLYCD,MST1,MYH10,NADK,NCEH1,NDUFS8,NFXL1,NRP2,OAF,OPLAH,OSBP2,PLAUR,PLCXD1,PML,PNPLA6,PPTC7,PRG3,PROS1,RAB20,RAB5B,RAP1B,RASGRP2,ROGDI,RUNX3,SAMSN1,SDF2L1,SEC63,SERPINF2,SIRPA,SLC25A35,SLC35B2,SLCO4A1,SLFN5,SNX20,SPA17,SPNS3,SYTL1,TBC1D10C,TCIRG1,TESC,TMEM106B,TMEM38B,TNFAIP2,TNFSF14,TNNT1,UTS2,WWP1,ZBTB7B,ZDHHC21",102,ChEA_2022,True,D_only,up
